protein,breast_MDAMB231,colon_HCT116,ewingsarcoma_CHLA10,ewingsarcoma_TC32,melanoma_A375,melanoma_HS895T,melanoma_SH4,ovary_patientsample,prostate_PC3
Q9Y2X7,0,1,0,0,0,0,0,1,0
Q9Y312,0,0,0,1,0,0,0,1,0
Q9Y3B4,0,0,0,1,0,0,0,1,0
Q9Y3B9,0,0,0,1,0,0,0,1,0
Q9Y3T9,0,0,0,1,0,0,0,1,0
Q9Y473,0,0,1,1,0,0,0,0,0
Q9Y4B6,0,1,0,0,0,0,0,1,0
Q9Y4X5,0,1,0,0,0,0,0,1,0
Q9Y5A9,0,0,0,1,0,0,0,1,0
Q9Y5L0,0,1,0,1,0,0,0,0,0
Q9Y5V0,0,0,0,0,0,0,1,1,0
Q9Y5Z7,0,0,0,0,0,1,1,0,0
Q9Y657,0,0,0,1,0,0,0,1,0
Q9Y6D6,0,0,1,0,0,0,0,1,0
Q9Y6D9,0,0,1,0,0,0,0,1,0
Q9Y6K1,0,0,1,0,0,0,0,1,0
Q9Y6X6,0,0,1,0,0,0,0,1,0
Q9Y6X8,0,1,0,1,0,0,0,0,0
A0A024RBG1,0,0,0,0,0,0,0,1,0
A0A1B0GWK0,0,0,0,0,0,0,0,1,0
A0A1W2PR19,0,0,0,0,0,1,0,0,0
A0A286YF01,0,0,0,0,0,0,0,1,0
A0AUZ9,0,0,0,0,0,0,0,1,0
A0MZ66,0,0,0,0,0,0,0,1,0
A1X283,0,0,0,0,0,0,0,1,0
A1XBS5,0,0,1,0,0,0,0,0,0
A1Z1Q3,0,0,0,0,0,0,0,1,0
A2A3N6,0,0,1,0,0,0,0,0,0
A2RRH5,0,0,0,1,0,0,0,0,0
A2RUC4,0,0,0,0,0,0,0,1,0
A2RUS2,0,0,0,0,0,0,0,1,0
A6NCC3,0,1,0,0,0,0,0,0,0
A6NDK9,0,0,0,0,0,0,0,1,0
A6NFN3,0,0,0,0,0,0,0,1,0
A6NHR9,0,0,0,0,0,0,0,1,0
A6NIH7,0,0,0,0,0,0,0,1,0
A6NIX2,0,0,1,0,0,0,0,0,0
A6NJ88,0,0,0,1,0,0,0,0,0
A6NJT0,0,0,1,0,0,0,0,0,0
A6NJZ7,0,0,0,0,0,0,0,1,0
A6NKT7,0,0,0,1,0,0,0,0,0
A6NLU0,0,0,1,0,0,0,0,0,0
A6NNW6,0,0,1,0,0,0,0,0,0
A8MT69,0,0,0,0,0,0,0,0,1
A8MT70,0,0,1,0,0,0,0,0,0
A8MX34,0,0,0,0,0,0,0,1,0
A8MXV4,0,0,0,0,0,0,0,1,0
A8MYZ6,0,0,1,0,0,0,0,0,0
B2RXH2,0,0,1,0,0,0,0,0,0
B4DXR9,0,0,1,0,0,0,0,0,0
L0R819,0,0,0,0,0,0,0,1,0
O00255,0,0,0,0,0,0,0,1,0
O00268,0,0,0,0,0,0,0,1,0
O00329,0,0,0,0,0,0,0,1,0
O00399,0,0,0,0,0,0,0,1,0
O00423,0,0,0,0,0,0,0,1,0
O00425,0,0,0,0,0,0,0,1,0
O00442,0,0,0,0,0,0,0,1,0
O00458,0,0,0,0,0,0,0,1,0
O00459,0,0,0,0,0,0,0,1,0
O00470,0,0,0,0,0,0,0,1,0
O00472,0,0,0,0,0,0,0,1,0
O00507,0,0,0,1,0,0,0,0,0
O00541,0,0,0,0,0,0,0,1,0
O00570,0,0,1,0,0,0,0,0,0
O00635,0,0,0,0,0,0,0,1,0
O14519,0,0,0,0,0,0,0,1,0
O14531,0,0,0,0,0,0,0,1,0
O14593,0,0,0,0,0,0,0,1,0
O14607,0,0,1,0,0,0,0,0,0
O14639,0,0,0,0,0,0,0,1,0
O14646,0,1,0,0,0,0,0,0,0
O14647,0,0,0,0,0,0,0,1,0
O14732,0,0,0,0,0,0,0,1,0
O14733,0,0,0,0,0,0,0,1,0
O14776,0,1,0,0,0,0,0,0,0
O14787,0,0,0,0,1,0,0,0,0
O14802,0,0,0,0,0,0,0,1,0
O14830,0,0,1,0,0,0,0,0,0
O14924,0,0,0,0,0,0,0,1,0
O14933,0,0,0,0,0,0,0,1,0
O15013,0,0,0,1,0,0,0,0,0
O15015,0,0,0,1,0,0,0,0,0
O15021,0,0,1,0,0,0,0,0,0
O15033,0,0,0,1,0,0,0,0,0
O15054,0,0,0,0,0,0,0,1,0
O15061,0,0,0,0,0,0,0,1,0
O15083,0,0,0,1,0,0,0,0,0
O15084,0,0,0,0,0,0,0,1,0
O15119,0,0,0,0,0,0,0,1,0
O15131,0,0,0,1,0,0,0,0,0
O15151,0,0,0,0,0,0,0,1,0
O15156,0,0,1,0,0,0,0,0,0
O15160,0,0,0,0,0,0,0,1,0
O15164,0,0,0,0,0,0,0,1,0
O15178,0,0,1,0,0,0,0,0,0
O15213,0,0,0,0,0,0,0,1,0
O15217,0,0,1,0,0,0,0,0,0
O15254,0,0,0,0,0,0,0,1,0
O15259,0,0,0,0,0,0,0,1,0
O15344,0,0,0,0,0,0,0,1,0
O15360,0,0,0,0,0,0,0,1,0
O15381,0,0,0,0,0,0,0,1,0
O15392,0,0,0,0,0,0,0,1,0
O15397,0,0,0,0,0,0,0,1,0
O15405,0,0,0,1,0,0,0,0,0
O15539,0,1,0,0,0,0,0,0,0
O15541,1,0,0,0,0,0,0,0,0
O15550,0,0,0,0,0,0,0,1,0
O43156,0,0,1,0,0,0,0,0,0
O43159,0,0,0,0,0,0,0,1,0
O43172,0,0,0,0,0,0,0,1,0
O43196,0,0,0,0,0,0,0,1,0
O43281,0,0,0,0,0,0,0,1,0
O43303,0,0,1,0,0,0,0,0,0
O43422,0,0,0,0,0,0,0,1,0
O43439,0,0,1,0,0,0,0,0,0
O43482,0,0,1,0,0,0,0,0,0
O43513,0,0,1,0,0,0,0,0,0
O43593,0,0,0,0,0,0,0,1,0
O43665,0,0,0,0,0,0,0,1,0
O43719,0,0,0,0,0,0,0,1,0
O43741,0,0,0,0,0,0,0,1,0
O43805,0,0,0,0,0,0,0,1,0
O43824,0,0,0,0,0,0,0,1,0
O43918,1,0,0,0,0,0,0,0,0
O60231,0,0,0,0,0,0,0,1,0
O60237,0,0,0,0,0,0,0,1,0
O60244,0,0,0,0,0,0,0,1,0
O60281,0,0,0,0,0,0,0,1,0
O60287,0,0,1,0,0,0,0,0,0
O60294,0,0,0,0,0,0,0,1,0
O60315,0,0,0,0,0,0,0,1,0
O60318,0,0,0,0,0,0,0,1,0
O60502,0,0,0,0,0,0,0,1,0
O60524,0,0,0,0,0,0,0,1,0
O60566,0,0,0,0,0,0,0,1,0
O60573,0,0,0,0,0,0,0,1,0
O60663,0,0,0,0,0,0,0,1,0
O60671,0,0,0,0,0,0,0,1,0
O60678,0,0,1,0,0,0,0,0,0
O60729,0,0,0,1,0,0,0,0,0
O60762,0,0,0,1,0,0,0,0,0
O60810,0,0,0,0,0,0,0,1,0
O60825,0,0,0,0,0,0,0,1,0
O60826,0,0,0,0,0,0,0,1,0
O60870,0,0,0,0,0,0,0,1,0
O60885,0,0,0,0,0,0,0,1,0
O60907,0,0,0,0,0,0,0,1,0
O60927,0,0,0,0,0,0,0,1,0
O60942,0,1,0,0,0,0,0,0,0
O75140,0,0,0,0,0,0,0,1,0
O75150,0,0,0,0,0,0,0,1,0
O75161,0,0,1,0,0,0,0,0,0
O75170,0,0,0,0,0,0,0,1,0
O75179,0,0,0,0,0,0,0,1,0
O75182,0,0,0,0,0,0,0,1,0
O75190,0,0,0,0,0,0,0,1,0
O75191,0,0,0,0,0,0,0,1,0
O75317,0,0,0,0,0,0,1,0,0
O75342,0,0,0,0,0,0,0,1,0
O75344,0,0,0,0,0,0,1,0,0
O75376,0,0,1,0,0,0,0,0,0
O75382,0,0,1,0,0,0,0,0,0
O75391,0,0,0,0,0,0,0,1,0
O75400,0,0,0,1,0,0,0,0,0
O75410,0,0,1,0,0,0,0,0,0
O75420,0,0,0,0,0,0,0,1,0
O75448,0,0,0,0,0,0,0,1,0
O75449,0,0,0,0,0,0,0,1,0
O75475,0,0,0,0,0,0,0,1,0
O75494,0,0,0,0,0,0,0,1,0
O75525,0,0,1,0,0,0,0,0,0
O75529,0,0,0,0,0,0,0,1,0
O75530,0,0,0,0,0,0,0,1,0
O75569,0,0,0,0,0,0,0,1,0
O75586,1,0,0,0,0,0,0,0,0
O75602,0,0,0,0,0,0,0,1,0
O75607,0,0,0,0,0,0,0,1,0
O75688,0,0,0,0,0,0,0,1,0
O75689,0,0,0,0,0,0,0,1,0
O75717,0,1,0,0,0,0,0,0,0
O75808,0,0,0,0,0,0,0,1,0
O75817,0,0,0,0,0,0,0,1,0
O75818,0,0,0,0,0,0,0,1,0
O75832,0,0,0,0,0,0,0,1,0
O75884,0,0,0,0,0,0,0,1,0
O75909,0,0,0,0,0,0,0,1,0
O75934,0,0,0,1,0,0,0,0,0
O75940,0,0,0,1,0,0,0,0,0
O75962,0,0,0,0,0,0,0,1,0
O76071,0,0,0,0,0,0,0,1,0
O76075,0,0,0,0,0,0,0,1,0
O77932,0,0,0,0,0,0,0,1,0
O94762,1,0,0,0,0,0,0,0,0
O94805,0,0,0,0,1,0,0,0,0
O94822,0,0,1,0,0,0,0,0,0
O94829,0,0,0,0,0,0,0,1,0
O94844,0,0,0,0,0,0,0,1,0
O94887,0,0,1,0,0,0,0,0,0
O94888,0,0,0,1,0,0,0,0,0
O94916,1,0,0,0,0,0,0,0,0
O94952,0,0,0,0,0,0,0,1,0
O94953,0,0,1,0,0,0,0,0,0
O94988,0,0,0,0,0,0,0,1,0
O94989,0,0,0,0,0,0,1,0,0
O95059,0,0,0,0,0,0,0,1,0
O95071,0,0,0,0,0,0,0,1,0
O95081,0,0,0,0,0,0,0,1,0
O95149,0,0,0,0,0,0,0,1,0
O95163,0,0,0,0,0,0,0,1,0
O95239,0,0,0,0,0,0,0,1,0
O95248,0,0,0,0,0,0,0,1,0
O95251,0,0,0,0,0,0,0,1,0
O95263,0,0,1,0,0,0,0,0,0
O95273,0,0,0,0,0,0,0,1,0
O95294,0,0,0,0,0,0,0,1,0
O95319,0,0,0,0,0,0,0,1,0
O95361,0,0,0,0,0,0,0,1,0
O95376,0,0,0,0,0,0,0,1,0
O95379,0,1,0,0,0,0,0,0,0
O95400,0,0,0,0,0,0,0,1,0
O95402,0,0,0,0,0,0,0,1,0
O95405,0,0,1,0,0,0,0,0,0
O95416,0,1,0,0,0,0,0,0,0
O95456,0,0,0,0,0,0,0,1,0
O95551,0,0,0,0,0,0,0,1,0
O95619,0,0,0,0,0,0,0,1,0
O95639,0,0,0,0,0,0,0,1,0
O95671,0,0,0,0,0,0,0,1,0
O95684,0,0,1,0,0,0,0,0,0
O95714,0,0,0,0,0,0,0,1,0
O95749,0,0,0,0,0,0,0,1,0
O95757,1,0,0,0,0,0,0,0,0
O95758,0,0,0,0,0,0,1,0,0
O95810,0,0,0,0,0,1,0,0,0
O95817,0,0,0,0,0,0,0,1,0
O95819,0,0,0,0,0,0,0,1,0
O95825,0,0,0,0,0,0,0,1,0
O95848,0,0,0,0,0,0,0,1,0
O95873,0,0,0,0,0,0,0,1,0
O95947,0,0,1,0,0,0,0,0,0
O95985,0,0,0,0,0,0,0,1,0
O95999,0,0,0,0,0,0,0,1,0
O96006,0,0,0,0,0,0,0,1,0
O96013,0,0,0,0,0,0,0,1,0
O96017,0,0,0,0,0,0,0,1,0
O96018,0,0,0,0,0,0,0,1,0
O96028,0,0,0,0,0,0,0,1,0
P00439,1,0,0,0,0,0,0,0,0
P02100,1,0,0,0,0,0,0,0,0
P02549,0,0,0,0,1,0,0,0,0
P04198,0,0,0,0,0,0,0,1,0
P04731,0,0,0,0,0,0,0,1,0
P04733,0,0,0,0,0,0,0,1,0
P05423,0,0,0,0,0,0,0,1,0
P05813,1,0,0,0,0,0,0,0,0
P07438,0,0,0,0,0,0,0,1,0
P07902,0,0,0,0,0,0,0,1,0
P07951,0,0,0,0,0,1,0,0,0
P08047,1,0,0,0,0,0,0,0,0
P09132,0,0,0,0,0,0,0,1,0
P0C025,0,0,1,0,0,0,0,0,0
P0C7H9,0,1,0,0,0,0,0,0,0
P0C7P3,0,0,0,0,0,0,0,1,0
P0CB47,0,0,1,0,0,0,0,0,0
P0CB48,0,0,0,0,1,0,0,0,0
P0DMB2,0,0,1,0,0,0,0,0,0
P0DMM9,0,0,0,0,0,0,0,1,0
P0DPB5,0,0,1,0,0,0,0,0,0
P10071,0,0,0,0,0,0,0,1,0
P10074,0,0,0,0,0,0,0,1,0
P10075,0,0,0,1,0,0,0,0,0
P10243,0,0,0,0,0,0,0,1,0
P10244,0,0,0,0,0,0,0,1,0
P10275,0,0,0,0,0,1,0,0,0
P10826,0,0,1,0,0,0,0,0,0
P10911,0,0,0,0,0,0,0,1,0
P11172,0,0,0,0,0,0,0,1,0
P11441,0,0,0,0,0,0,0,1,0
P11474,0,0,1,0,0,0,0,0,0
P11802,0,0,0,1,0,0,0,0,0
P11926,0,0,0,0,0,0,0,1,0
P12524,0,0,0,0,1,0,0,0,0
P12755,0,0,0,0,0,0,0,1,0
P12882,0,0,1,0,0,0,0,0,0
P13640,0,0,0,0,0,0,0,1,0
P13984,0,0,0,0,0,0,0,1,0
P15408,0,0,0,0,0,0,0,1,0
P15621,0,0,1,0,0,0,0,0,0
P15882,0,0,0,0,0,0,0,1,0
P15884,1,0,0,0,0,0,0,0,0
P16402,0,0,0,0,0,0,0,1,0
P16455,0,0,0,0,0,0,0,1,0
P17010,0,0,0,0,0,0,0,1,0
P17752,0,0,1,0,0,0,0,0,0
P18074,0,0,0,0,0,0,1,0,0
P18440,0,0,1,0,0,0,0,0,0
P18615,0,0,0,0,0,0,0,1,0
P18846,0,0,0,0,0,0,0,1,0
P18887,0,0,0,0,0,0,0,1,0
P19387,0,0,0,0,0,0,0,1,0
P19447,0,0,0,0,0,0,0,0,1
P19484,0,0,0,0,0,0,0,1,0
P19525,0,0,0,0,0,0,0,1,0
P20248,0,0,0,0,0,0,0,1,0
P20265,0,0,0,1,0,0,0,0,0
P20585,0,0,0,1,0,0,0,0,0
P22528,0,0,0,0,0,0,0,1,0
P22531,0,0,0,0,0,0,0,1,0
P22670,0,0,0,0,0,0,0,1,0
P22676,1,0,0,0,0,0,0,0,0
P23258,0,0,0,0,0,0,0,1,0
P23490,0,0,0,0,0,0,0,1,0
P23527,0,0,1,0,0,0,0,0,0
P24386,0,0,0,0,0,0,0,1,0
P24863,0,0,0,0,0,0,0,1,0
P25440,0,0,0,0,0,0,0,1,0
P25490,0,0,0,0,0,0,0,1,0
P26374,0,0,0,1,0,0,0,0,0
P27707,0,0,0,0,0,0,0,1,0
P27986,0,0,0,0,0,0,0,1,0
P28289,0,0,0,0,0,0,0,1,0
P28347,0,0,0,0,0,0,0,1,0
P28358,0,0,0,0,0,0,0,1,0
P28370,0,0,0,1,0,0,0,0,0
P28702,0,0,0,0,0,0,0,1,0
P29558,0,0,0,0,0,0,0,1,0
P30260,0,0,0,0,0,0,0,1,0
P31268,0,0,0,0,0,0,0,1,0
P31275,0,0,1,0,0,0,0,0,0
P31629,0,0,0,0,0,0,0,1,0
P32314,0,0,0,0,0,0,0,1,0
P32519,0,0,1,0,0,0,0,0,0
P35219,0,0,0,0,0,0,0,1,0
P35227,0,0,0,0,0,0,0,1,0
P35250,0,0,0,0,0,0,0,1,0
P35269,0,0,0,1,0,0,0,0,0
P35453,0,0,1,0,0,0,0,0,0
P35663,0,0,0,0,0,0,0,1,0
P35712,0,0,0,0,0,0,0,1,0
P36402,0,0,0,0,0,0,0,1,0
P36575,0,0,0,1,0,0,0,0,0
P36954,0,0,0,0,0,0,0,1,0
P37198,0,0,0,0,0,0,0,1,0
P37275,0,0,0,0,0,0,0,1,0
P38432,0,0,0,0,0,0,0,1,0
P38919,0,1,0,0,0,0,0,0,0
P39880,0,0,0,0,0,0,0,1,0
P40261,0,0,0,0,0,0,0,1,0
P40306,0,0,0,0,0,0,0,1,0
P40424,0,0,0,0,0,0,0,1,0
P40855,0,0,0,0,0,0,0,1,0
P41162,0,0,1,0,0,0,0,0,0
P41212,0,0,0,0,0,0,0,1,0
P41226,0,0,0,0,0,0,0,1,0
P41229,0,0,0,0,0,0,0,1,0
P41567,0,0,0,1,0,0,0,0,0
P42331,0,0,0,0,0,0,0,1,0
P42338,0,0,0,0,0,0,0,1,0
P42357,0,0,0,0,0,0,0,1,0
P42696,0,0,0,0,0,0,0,1,0
P42771,0,0,0,0,0,0,0,1,0
P42773,0,0,0,1,0,0,0,0,0
P42898,0,0,0,0,0,0,0,1,0
P45381,0,0,0,0,0,0,0,1,0
P46734,0,0,0,0,0,0,1,0,0
P48378,0,0,1,0,0,0,0,0,0
P48382,0,0,0,0,0,0,0,1,0
P48553,0,0,0,0,0,0,0,1,0
P48729,0,0,0,0,0,0,0,1,0
P48775,0,0,0,0,0,1,0,0,0
P49005,0,0,0,0,0,0,0,1,0
P49356,0,0,0,0,0,0,0,1,0
P49441,0,0,0,0,0,0,0,1,0
P49450,0,0,0,0,0,0,0,1,0
P49674,0,0,0,0,1,0,0,0,0
P49711,0,0,0,0,0,0,0,1,0
P49848,0,0,1,0,0,0,0,0,0
P49917,0,0,0,0,0,0,0,1,0
P50548,0,0,0,0,0,0,0,1,0
P50613,0,0,0,0,0,0,0,1,0
P51449,0,0,1,0,0,0,0,0,0
P51513,0,0,1,0,0,0,0,0,0
P51580,0,0,0,0,0,0,0,1,0
P51617,0,0,0,0,0,0,0,1,0
P51808,0,0,0,1,0,0,0,0,0
P51812,0,0,0,0,0,0,0,1,0
P51826,0,0,0,0,0,0,0,1,0
P51843,0,0,0,1,0,0,0,0,0
P51854,0,0,0,0,0,0,0,1,0
P51911,0,0,0,0,0,1,0,0,0
P51946,0,0,0,0,0,0,0,1,0
P51948,0,0,0,0,0,0,0,1,0
P51955,0,0,1,0,0,0,0,0,0
P52179,0,0,0,0,0,0,0,1,0
P52294,0,0,0,0,0,0,0,1,0
P52298,0,0,0,0,0,0,0,1,0
P52655,0,1,0,0,0,0,0,0,0
P52657,0,0,0,0,0,0,0,1,0
P52735,0,0,0,0,0,0,0,1,0
P52739,0,0,1,0,0,0,0,0,0
P52926,0,0,0,0,0,0,0,1,0
P53365,0,0,0,0,0,0,0,1,0
P53367,0,0,0,0,0,0,0,1,0
P53384,0,0,0,0,0,0,0,1,0
P53609,0,0,0,0,0,0,0,1,0
P53611,0,0,0,0,0,0,0,1,0
P53671,0,1,0,0,0,0,0,0,0
P54132,0,0,0,0,0,0,0,1,0
P54284,0,0,0,0,0,0,0,1,0
P54750,0,0,1,0,0,0,0,0,0
P54821,0,0,1,0,0,0,0,0,0
P55198,0,0,1,0,0,0,0,0,0
P55201,0,0,0,0,0,0,0,1,0
P56270,0,0,0,0,0,0,0,1,0
P56278,0,0,0,0,0,1,0,0,0
P56945,0,0,0,0,0,0,0,1,0
P57076,0,0,0,0,0,0,0,1,0
P57081,0,0,0,0,0,0,0,1,0
P57772,0,0,0,0,0,0,0,1,0
P59046,0,0,0,0,0,0,0,1,0
P59923,0,0,1,0,0,0,0,0,0
P60323,0,0,0,0,0,0,0,1,0
P60370,0,0,0,0,0,0,0,1,0
P60604,0,0,0,1,0,0,0,0,0
P60891,0,0,0,0,0,0,0,1,0
P61011,0,0,0,0,0,0,0,1,0
P61599,0,0,0,0,0,0,0,1,0
P61962,0,0,0,0,0,0,0,1,0
P61964,0,0,0,0,0,0,0,1,0
P62256,0,0,0,0,0,0,0,1,0
P62308,0,0,0,0,0,0,0,1,0
P62487,0,0,0,0,0,0,0,1,0
P62760,0,1,0,0,0,0,0,0,0
P62877,0,0,0,0,0,0,0,1,0
P63302,0,0,0,0,0,0,0,1,0
P78345,0,0,0,0,0,0,0,1,0
P78362,0,0,0,0,0,0,0,1,0
P78396,0,0,1,0,0,0,0,0,0
P78415,0,0,0,0,0,0,0,1,0
P78563,0,0,0,0,0,0,0,1,0
P80217,0,0,0,0,0,0,0,1,0
P82094,0,0,0,0,0,0,0,1,0
P83876,0,0,0,0,0,0,0,1,0
P84101,0,0,0,0,0,0,0,1,0
P85037,0,0,0,1,0,0,0,0,0
P85298,0,0,1,0,0,0,0,0,0
P98171,0,0,0,0,1,0,0,0,0
P98182,0,0,0,0,0,1,0,0,0
Q00341,0,0,0,1,0,0,0,0,0
Q00653,0,0,0,0,0,0,0,1,0
Q01064,0,0,0,0,0,0,0,1,0
Q01804,0,0,0,0,0,0,0,1,0
Q01892,0,0,1,0,0,0,0,0,0
Q02078,0,0,0,0,0,0,0,1,0
Q02447,0,0,0,0,0,0,0,1,0
Q03111,0,0,0,0,0,0,0,1,0
Q03112,0,0,0,0,0,0,0,1,0
Q03188,0,0,1,0,0,0,0,0,0
Q03468,0,0,0,0,0,0,0,1,0
Q03924,0,0,1,0,0,0,0,0,0
Q04323,0,0,0,0,0,0,0,1,0
Q04724,0,0,0,0,0,0,0,1,0
Q04864,0,0,0,0,0,0,0,1,0
Q05639,0,1,0,0,0,0,0,0,0
Q06190,0,0,0,0,0,0,0,1,0
Q06455,0,0,0,0,0,0,0,1,0
Q06710,0,0,0,0,0,0,0,1,0
Q07889,0,0,0,0,0,0,0,1,0
Q08426,0,0,0,0,0,0,0,1,0
Q08623,0,0,0,0,0,0,0,1,0
Q08AD1,0,0,0,0,0,0,0,1,0
Q08AM6,0,0,0,0,0,0,0,1,0
Q09019,0,0,0,0,0,0,0,1,0
Q09MP3,0,0,1,0,0,0,0,0,0
Q0VAA5,0,0,1,0,0,0,0,0,0
Q0VDD8,0,0,0,0,0,0,0,1,0
Q0VDF9,0,0,0,0,0,0,0,1,0
Q0VGL1,0,0,0,0,0,0,0,1,0
Q12768,0,0,0,0,0,0,0,1,0
Q12774,0,0,0,0,0,0,0,1,0
Q12788,0,0,0,0,0,0,0,1,0
Q12816,0,0,0,0,0,1,0,0,0
Q12824,0,0,0,0,0,0,0,1,0
Q12840,0,0,0,0,0,0,1,0,0
Q12872,0,0,0,0,0,0,0,1,0
Q12894,0,0,1,0,0,0,0,0,0
Q12948,0,0,1,0,0,0,0,0,0
Q12962,0,0,0,0,0,1,0,0,0
Q12972,0,0,0,0,0,0,0,1,0
Q12979,0,1,0,0,0,0,0,0,0
Q12986,0,0,0,0,0,0,0,1,0
Q13023,0,0,0,0,0,0,0,1,0
Q13029,0,0,0,1,0,0,0,0,0
Q13064,0,0,0,0,1,0,0,0,0
Q13085,0,0,0,0,0,0,0,1,0
Q13105,0,0,0,0,0,0,0,1,0
Q13106,0,0,0,1,0,0,0,0,0
Q13117,0,0,0,0,0,1,0,0,0
Q13129,0,0,0,0,0,0,0,1,0
Q13131,0,0,0,0,0,0,0,1,0
Q13136,0,0,0,0,0,0,0,1,0
Q13144,0,0,0,0,0,0,0,1,0
Q13163,0,0,1,0,0,0,0,0,0
Q13243,0,0,0,0,0,0,0,1,0
Q13287,0,0,0,0,0,0,0,1,0
Q13310,0,0,1,0,0,0,0,0,0
Q13330,0,0,0,1,0,0,0,0,0
Q13362,0,0,0,1,0,0,0,0,0
Q13402,0,0,0,0,0,0,0,1,0
Q13426,0,1,0,0,0,0,0,0,0
Q13459,0,0,0,0,0,0,0,1,0
Q13485,0,0,0,0,0,0,0,1,0
Q13562,1,0,0,0,0,0,0,0,0
Q13610,0,0,0,0,0,0,0,1,0
Q13643,0,0,0,0,0,0,0,1,0
Q13671,0,0,1,0,0,0,0,0,0
Q13769,0,0,0,0,0,0,0,1,0
Q13795,0,0,0,0,0,0,0,1,0
Q13835,0,0,0,0,0,0,0,1,0
Q13952,0,0,0,0,0,0,0,1,0
Q13976,0,0,1,0,0,0,0,0,0
Q14123,0,0,0,0,0,0,0,1,0
Q14134,0,0,0,0,0,0,0,1,0
Q14145,0,0,0,0,0,0,0,1,0
Q14146,0,0,0,0,0,0,0,1,0
Q14155,0,0,0,0,0,0,0,1,0
Q14161,0,0,0,0,0,0,0,1,0
Q14181,0,0,0,0,0,0,0,1,0
Q14185,0,0,0,0,0,0,0,1,0
Q14192,0,0,0,0,0,0,0,1,0
Q14202,0,0,0,0,0,0,0,1,0
Q14209,0,0,1,0,0,0,0,0,0
Q14331,0,0,0,0,0,0,0,1,0
Q14469,0,0,0,1,0,0,0,0,0
Q14587,0,0,1,0,0,0,0,0,0
Q14653,0,0,0,0,0,0,0,1,0
Q14657,0,0,0,0,0,0,0,1,0
Q14669,0,0,0,0,0,0,0,1,0
Q14674,0,0,1,0,0,0,0,0,0
Q14684,0,0,0,0,0,0,0,1,0
Q14692,0,0,0,0,0,0,0,1,0
Q14694,0,0,0,0,0,0,0,1,0
Q14865,0,0,1,0,0,0,0,0,0
Q14872,0,0,0,0,0,0,0,1,0
Q14896,0,0,0,0,0,0,0,1,0
Q14994,0,0,0,1,0,0,0,0,0
Q14997,0,0,1,0,0,0,0,0,0
Q149M9,0,0,0,0,0,0,0,1,0
Q149N8,0,0,0,0,0,0,0,1,0
Q14CW9,0,0,1,0,0,0,0,0,0
Q15003,0,0,0,0,0,0,0,1,0
Q15014,0,0,0,0,0,0,0,1,0
Q15018,0,0,0,0,0,0,0,1,0
Q15025,0,0,1,0,0,0,0,0,0
Q15047,0,0,0,0,0,0,0,1,0
Q15061,0,0,0,0,0,0,0,1,0
Q15067,0,0,0,0,0,0,0,1,0
Q15111,0,0,0,0,0,0,0,1,0
Q15172,0,0,0,0,0,0,0,1,0
Q15208,0,0,0,0,0,0,0,1,0
Q15291,0,0,0,0,0,0,0,1,0
Q15326,0,0,0,0,0,0,0,1,0
Q15334,0,0,0,0,0,0,0,1,0
Q15345,0,0,0,0,1,0,0,0,0
Q15386,0,0,1,0,0,0,0,0,0
Q15434,0,0,1,0,0,0,0,0,0
Q15477,0,0,0,0,0,0,0,1,0
Q15493,1,0,0,0,0,0,0,0,0
Q15528,0,0,0,0,0,0,0,1,0
Q15573,0,0,0,0,0,0,0,1,0
Q15645,0,0,0,0,0,0,0,1,0
Q15648,0,0,0,0,0,0,0,1,0
Q15652,0,0,0,0,0,0,0,1,0
Q15653,0,0,0,0,0,0,0,1,0
Q15696,0,1,0,0,0,0,0,0,0
Q15714,1,0,0,0,0,0,0,0,0
Q15750,0,0,0,0,0,0,0,1,0
Q15776,0,0,1,0,0,0,0,0,0
Q15788,0,0,1,0,0,0,0,0,0
Q15813,0,0,0,0,0,0,0,1,0
Q15906,0,0,1,0,0,0,0,0,0
Q15910,0,0,1,0,0,0,0,0,0
Q16513,0,0,0,0,0,0,0,1,0
Q16527,0,0,0,0,0,0,0,1,0
Q16537,0,0,0,0,0,0,0,1,0
Q16560,0,0,0,0,0,0,0,1,0
Q16600,1,0,0,0,0,0,0,0,0
Q16613,0,0,0,1,0,0,0,0,0
Q16637,0,0,0,0,0,0,0,1,0
Q16649,0,0,0,0,0,0,0,1,0
Q16667,0,0,1,0,0,0,0,0,0
Q16875,0,0,0,0,0,0,0,1,0
Q16877,0,0,1,0,0,0,0,0,0
Q16890,0,0,0,0,0,0,0,1,0
Q17R89,0,0,0,0,0,0,0,1,0
Q17R98,0,0,0,0,0,0,0,1,0
Q17RC7,0,0,0,0,0,0,0,1,0
Q19AV6,0,0,0,0,0,0,0,1,0
Q1ED39,0,0,0,0,0,0,0,1,0
Q1MSJ5,0,0,1,0,0,0,0,0,0
Q27J81,0,0,0,0,0,0,0,1,0
Q2KHM9,0,0,0,0,0,0,0,1,0
Q2KJY2,0,0,0,0,0,0,0,1,0
Q2M1K9,0,0,0,0,0,0,0,1,0
Q2TAL8,0,0,0,0,0,0,0,1,0
Q2TB10,0,0,0,0,0,0,0,1,0
Q2TBE0,0,0,0,0,0,0,0,1,0
Q2VPK5,0,1,0,0,0,0,0,0,0
Q2YD98,0,0,0,0,0,0,0,1,0
Q32M88,0,0,0,0,0,0,0,1,0
